id,title,body,labels,milestone
E7-F1-I3,E7-F1-I3: Deliver ticket volume dashboard,"### Summary
Deliver ticket volume dashboard. Admin dashboard visualizes trends with filters for date range, channel, and team. Export chart snapshots and support sharing via secure links. UI tests confirm RBAC enforcement and data freshness indicators.

### Scope
- [ ] Admin dashboard visualizes trends with filters for date range, channel, and team.
- [ ] Export chart snapshots and support sharing via secure links.
- [ ] UI tests confirm RBAC enforcement and data freshness indicators.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F1-I2, E2-F3-I3",epic:ReportingAnalytics;type:Implementation;priority:P1;area:Frontend,Week 3
E7-F2-I1,E7-F2-I1: Specify SLA compliance KPIs,"### Summary
Specify SLA compliance KPIs. Define metrics (breach rate, average response/resolution) with business hour adjustments. Determine segmentation by queue, priority, and escalation level. Document calculation formulas with stakeholder approval archived.

### Scope
- [ ] Define metrics (breach rate, average response/resolution) with business hour adjustments.
- [ ] Determine segmentation by queue, priority, and escalation level.
- [ ] Document calculation formulas with stakeholder approval archived.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F3-I1",epic:ReportingAnalytics;type:Analysis;priority:P0;area:Product,Week 1
E7-F2-I2,E7-F2-I2: Implement SLA analytics warehouse layer,"### Summary
Implement SLA analytics warehouse layer. Populate fact tables capturing SLA milestones, breach timestamps, and escalation references. Ensure alignment with automation events and maintain audit-friendly history. Tests validate breach counts and time-in-state calculations.

### Scope
- [ ] Populate fact tables capturing SLA milestones, breach timestamps, and escalation references.
- [ ] Ensure alignment with automation events and maintain audit-friendly history.
- [ ] Tests validate breach counts and time-in-state calculations.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F2-I1, E4-F3-I2",epic:ReportingAnalytics;type:Implementation;priority:P0;area:Backend,Week 2
E7-F2-I3,E7-F2-I3: Build SLA compliance dashboards,"### Summary
Build SLA compliance dashboards. Visualize SLA attainment, breach alerts, and trending heatmaps. Provide drill-down into ticket lists with export to CSV. UI tests verify filter combinations and permission gating.

### Scope
- [ ] Visualize SLA attainment, breach alerts, and trending heatmaps.
- [ ] Provide drill-down into ticket lists with export to CSV.
- [ ] UI tests verify filter combinations and permission gating.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F2-I2, E2-F3-I3",epic:ReportingAnalytics;type:Implementation;priority:P1;area:Frontend,Week 3
E7-F3-I1,E7-F3-I1: Define productivity KPI catalog,"### Summary
Define productivity KPI catalog. Identify metrics (handle time, resolution count, CSAT proxy) with team/agent segmentation. Document data sources including tickets, automations, and AI insights. Approval recorded from workforce management stakeholders.

### Scope
- [ ] Identify metrics (handle time, resolution count, CSAT proxy) with team/agent segmentation.
- [ ] Document data sources including tickets, automations, and AI insights.
- [ ] Approval recorded from workforce management stakeholders.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F4-I1, E2-F6-I1",epic:ReportingAnalytics;type:Analysis;priority:P1;area:Product,Week 2
E7-F3-I2,E7-F3-I2: Implement productivity aggregation jobs,"### Summary
Implement productivity aggregation jobs. Compute daily/weekly metrics with support for schedule adjustments and agent availability. Store history for trend analysis and compare against targets. Tests validate calculations for sample agents with edge cases (bulk actions, escalations).

### Scope
- [ ] Compute daily/weekly metrics with support for schedule adjustments and agent availability.
- [ ] Store history for trend analysis and compare against targets.
- [ ] Tests validate calculations for sample agents with edge cases (bulk actions, escalations).

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F3-I1, E1-F7-I2",epic:ReportingAnalytics;type:Implementation;priority:P0;area:Backend,Week 3
E7-F3-I3,E7-F3-I3: Provide agent scorecard dashboards,"### Summary
Provide agent scorecard dashboards. Agent and manager views show KPI trends, rankings, and coaching notes. Enable export to PDF for performance reviews with watermarking. UI tests cover permission scopes (self vs. manager) and data accuracy.

### Scope
- [ ] Agent and manager views show KPI trends, rankings, and coaching notes.
- [ ] Enable export to PDF for performance reviews with watermarking.
- [ ] UI tests cover permission scopes (self vs. manager) and data accuracy.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F3-I2, E2-F3-I3",epic:ReportingAnalytics;type:Implementation;priority:P1;area:Frontend,Week 4
E7-F4-I1,E7-F4-I1: Document reporting export requirements,"### Summary
Document reporting export requirements. Capture supported formats (CSV, XLSX, PDF), scheduling needs, and anonymization requirements. Define size limits, delivery channels, and retention policies. Approval secured from compliance and analytics leads with document archived.

### Scope
- [ ] Capture supported formats (CSV, XLSX, PDF), scheduling needs, and anonymization requirements.
- [ ] Define size limits, delivery channels, and retention policies.
- [ ] Approval secured from compliance and analytics leads with document archived.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F1-I1, E7-F2-I1",epic:ReportingAnalytics;type:Analysis;priority:P1;area:Product,Week 2
E7-F4-I2,E7-F4-I2: Implement export generation service,"### Summary
Implement export generation service. Queue-based export generator pulls from analytics tables with tenant isolation and pagination. Support scheduled and on-demand exports with status tracking. Tests verify file integrity, localization, and failure retries.

### Scope
- [ ] Queue-based export generator pulls from analytics tables with tenant isolation and pagination.
- [ ] Support scheduled and on-demand exports with status tracking.
- [ ] Tests verify file integrity, localization, and failure retries.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F4-I1, E7-F1-I2, E7-F2-I2",epic:ReportingAnalytics;type:Implementation;priority:P0;area:Backend,Week 3
E7-F4-I3,E7-F4-I3: Deliver export distribution & auditing,"### Summary
Deliver export distribution & auditing. Provide secure download endpoints, email delivery, and optional storage to S3 with signed URLs. Log export access events for compliance review and integrate with audit UI. Integration tests confirm RBAC restrictions and expiration handling.

### Scope
- [ ] Provide secure download endpoints, email delivery, and optional storage to S3 with signed URLs.
- [ ] Log export access events for compliance review and integrate with audit UI.
- [ ] Integration tests confirm RBAC restrictions and expiration handling.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F4-I2, E2-F6-I3",epic:ReportingAnalytics;type:Implementation;priority:P1;area:Backend,Week 4
E8-F1-I1,E8-F1-I1: Define collaboration notification strategy,"### Summary
Define collaboration notification strategy. Document event types routed to Slack/MS Teams with payload schema and tenant scoping. Outline authentication, rate limits, and retry policies per platform. Secure approval from DevOps and security teams with ADR committed.

### Scope
- [ ] Document event types routed to Slack/MS Teams with payload schema and tenant scoping.
- [ ] Outline authentication, rate limits, and retry policies per platform.
- [ ] Secure approval from DevOps and security teams with ADR committed.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F8-I1, E4-F4-I1",epic:Integrations;type:Analysis;priority:P1;area:Architecture,Week 1
E8-F1-I2,E8-F1-I2: Implement messaging webhook dispatchers,"### Summary
Implement messaging webhook dispatchers. Create services that send formatted messages to Slack/MS Teams with interactive actions (acknowledge, assign). Handle signing secrets, token refresh, and retry with exponential backoff. Tests mock provider APIs covering success, throttling, and failure.

### Scope
- [ ] Create services that send formatted messages to Slack/MS Teams with interactive actions (acknowledge, assign).
- [ ] Handle signing secrets, token refresh, and retry with exponential backoff.
- [ ] Tests mock provider APIs covering success, throttling, and failure.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F1-I1, E1-F8-I2",epic:Integrations;type:Implementation;priority:P0;area:Backend,Week 2
E8-F1-I3,E8-F1-I3: Provide tenant notification settings UI,"### Summary
Provide tenant notification settings UI. Admin UI enables channel configuration, event selection, and test notifications. Enforce RBAC and audit logging for configuration changes. Browser test covers create, update, disable flows per tenant.

### Scope
- [ ] Admin UI enables channel configuration, event selection, and test notifications.
- [ ] Enforce RBAC and audit logging for configuration changes.
- [ ] Browser test covers create, update, disable flows per tenant.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F1-I2, E2-F3-I3",epic:Integrations;type:Implementation;priority:P1;area:Frontend,Week 3
E8-F2-I1,E8-F2-I1: Specify webhook event contract,"### Summary
Specify webhook event contract. Define payload schema, signature mechanism, and versioning for ticket-created/status-changed events. Document retry/backoff policy and tenant-level endpoint management. Publish specification with stakeholder sign-off stored in repo.

### Scope
- [ ] Define payload schema, signature mechanism, and versioning for ticket-created/status-changed events.
- [ ] Document retry/backoff policy and tenant-level endpoint management.
- [ ] Publish specification with stakeholder sign-off stored in repo.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F8-I1",epic:Integrations;type:Analysis;priority:P1;area:Architecture,Week 1
E8-F2-I2,E8-F2-I2: Build webhook delivery pipeline,"### Summary
Build webhook delivery pipeline. Implement queue-based delivery with signing, retries, and dead-letter handling. Provide monitoring for failure rates and response latency per endpoint. Tests cover success, retry exhaustion, and signature validation.

### Scope
- [ ] Implement queue-based delivery with signing, retries, and dead-letter handling.
- [ ] Provide monitoring for failure rates and response latency per endpoint.
- [ ] Tests cover success, retry exhaustion, and signature validation.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F2-I1, E1-F8-I2",epic:Integrations;type:Implementation;priority:P0;area:Backend,Week 2
E8-F2-I3,E8-F2-I3: Launch webhook management console,"### Summary
Launch webhook management console. Admin portal allows endpoint CRUD, secret rotation, and replay of events. Include delivery history with filtering and export. UI tests ensure RBAC and replay auditing function correctly.

### Scope
- [ ] Admin portal allows endpoint CRUD, secret rotation, and replay of events.
- [ ] Include delivery history with filtering and export.
- [ ] UI tests ensure RBAC and replay auditing function correctly.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F2-I2, E2-F6-I3",epic:Integrations;type:Implementation;priority:P1;area:Frontend,Week 3
E8-F3-I1,E8-F3-I1: Gather SSO requirements & mappings,"### Summary
Gather SSO requirements & mappings. Document supported protocols (SAML, OIDC), attribute mapping to roles, and tenant onboarding workflow. Capture session timeout, MFA passthrough, and fallback policies. Obtain approvals from security and IT stakeholder council.

### Scope
- [ ] Document supported protocols (SAML, OIDC), attribute mapping to roles, and tenant onboarding workflow.
- [ ] Capture session timeout, MFA passthrough, and fallback policies.
- [ ] Obtain approvals from security and IT stakeholder council.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F2-I1, E2-F3-I1",epic:Integrations;type:Analysis;priority:P0;area:Architecture,Week 1
E8-F3-I2,E8-F3-I2: Implement SSO authentication adapters,"### Summary
Implement SSO authentication adapters. Build adapters for SAML/OIDC providers with tenant-specific metadata and Just-In-Time provisioning. Ensure compatibility with existing RBAC policies and two-factor flows. Tests validate login, logout, and error scenarios across providers.

### Scope
- [ ] Build adapters for SAML/OIDC providers with tenant-specific metadata and Just-In-Time provisioning.
- [ ] Ensure compatibility with existing RBAC policies and two-factor flows.
- [ ] Tests validate login, logout, and error scenarios across providers.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F3-I1, E2-F3-I3",epic:Integrations;type:Implementation;priority:P0;area:Backend,Week 2
E8-F3-I3,E8-F3-I3: Configure SSO lifecycle management,"### Summary
Configure SSO lifecycle management. Provide automation for certificate rotation, deprovisioning, and failover to local auth. Expose admin tooling for connection health checks and status alerts. Integration tests cover rotation, suspension, and fallback flows.

### Scope
- [ ] Provide automation for certificate rotation, deprovisioning, and failover to local auth.
- [ ] Expose admin tooling for connection health checks and status alerts.
- [ ] Integration tests cover rotation, suspension, and fallback flows.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F3-I2, E2-F6-I2",epic:Integrations;type:Implementation;priority:P1;area:Backend,Week 3
E8-F4-I1,E8-F4-I1: Define calendar sync use cases,"### Summary
Define calendar sync use cases. Document SLA events to push to calendars, tenant-specific rules, and attendee privacy requirements. Determine supported providers (Google, Outlook) and authentication scopes. Publish approved spec with customer success sign-off.

### Scope
- [ ] Document SLA events to push to calendars, tenant-specific rules, and attendee privacy requirements.
- [ ] Determine supported providers (Google, Outlook) and authentication scopes.
- [ ] Publish approved spec with customer success sign-off.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F3-I1, E4-F4-I1",epic:Integrations;type:Analysis;priority:P1;area:Product,Week 2
E8-F4-I2,E8-F4-I2: Build calendar synchronization service,"### Summary
Build calendar synchronization service. Implement queued jobs creating/updating calendar events for SLA deadlines with reminders. Handle provider webhooks for event changes and reflect updates in ticket SLA timelines. Tests simulate provider interactions, timezone handling, and failure retries.

### Scope
- [ ] Implement queued jobs creating/updating calendar events for SLA deadlines with reminders.
- [ ] Handle provider webhooks for event changes and reflect updates in ticket SLA timelines.
- [ ] Tests simulate provider interactions, timezone handling, and failure retries.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F4-I1, E4-F3-I2",epic:Integrations;type:Implementation;priority:P1;area:Backend,Week 3
E8-F4-I3,E8-F4-I3: Expose calendar integration settings,"### Summary
Expose calendar integration settings. Admin UI supports provider OAuth setup, calendar selection, and reminder configuration. Display sync status, error logs, and manual resync controls. UI tests validate permission scopes and provider disconnect flows.

### Scope
- [ ] Admin UI supports provider OAuth setup, calendar selection, and reminder configuration.
- [ ] Display sync status, error logs, and manual resync controls.
- [ ] UI tests validate permission scopes and provider disconnect flows.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F4-I2, E2-F3-I3",epic:Integrations;type:Implementation;priority:P1;area:Frontend,Week 4
E9-F1-I1,E9-F1-I1: Validate admin portal IA & permissions,"### Summary
Validate admin portal IA & permissions. Document information architecture covering navigation, module groupings, and tenant scoping. Map required permissions per screen aligning with capability matrix from E2-F2-I1. Secure sign-off from product and security stakeholders with ADR committed to repository.

### Scope
- [ ] Document information architecture covering navigation, module groupings, and tenant scoping.
- [ ] Map required permissions per screen aligning with capability matrix from E2-F2-I1.
- [ ] Secure sign-off from product and security stakeholders with ADR committed to repository.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F2-I1",epic:AdminPortal;type:Analysis;priority:P0;area:Architecture,Week 1
E9-F1-I2,E9-F1-I2: Implement Filament admin shell,"### Summary
Implement Filament admin shell. Configure Filament layout, theming, and localization aligned with tenant branding defaults. Wire authentication guards and middleware enforcing RBAC policies defined in E2-F3-I3. Feature tests cover admin login, navigation rendering, and unauthorized access denial.

### Scope
- [ ] Configure Filament layout, theming, and localization aligned with tenant branding defaults.
- [ ] Wire authentication guards and middleware enforcing RBAC policies defined in E2-F3-I3.
- [ ] Feature tests cover admin login, navigation rendering, and unauthorized access denial.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E9-F1-I1, E2-F3-I3",epic:AdminPortal;type:Implementation;priority:P0;area:Frontend,Week 2
E9-F1-I3,E9-F1-I3: Integrate core module navigation stubs,"### Summary
Integrate core module navigation stubs. Register placeholder resources for ticketing, contacts, automations, and reporting with feature flags. Surface contextual breadcrumbs, notifications, and tenant switcher backed by E1-F3-I3 data. Browser test validates navigation persistence and tenant isolation.

### Scope
- [ ] Register placeholder resources for ticketing, contacts, automations, and reporting with feature flags.
- [ ] Surface contextual breadcrumbs, notifications, and tenant switcher backed by E1-F3-I3 data.
- [ ] Browser test validates navigation persistence and tenant isolation.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E9-F1-I2, E1-F3-I3",epic:AdminPortal;type:Implementation;priority:P1;area:Frontend,Week 3
E9-F2-I1,E9-F2-I1: Capture customer portal UX flows,"### Summary
Capture customer portal UX flows. Document ticket submission, status viewing, and reply workflows with localization needs. Define guest vs. authenticated experiences including attachment limits and SLA messaging. Obtain approval from customer success and support leadership.

### Scope
- [ ] Document ticket submission, status viewing, and reply workflows with localization needs.
- [ ] Define guest vs. authenticated experiences including attachment limits and SLA messaging.
- [ ] Obtain approval from customer success and support leadership.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F1-I1",epic:AdminPortal;type:Analysis;priority:P1;area:Product,Week 1
E9-F2-I2,E9-F2-I2: Build customer portal interface,"### Summary
Build customer portal interface. Implement responsive portal leveraging JWT auth from E9-F4-I2 with ticket submission via E1-F1-I2. Display ticket timeline, attachments, and public replies with pagination and filtering. Cypress test covers submission, reply, and status refresh scenarios.

### Scope
- [ ] Implement responsive portal leveraging JWT auth from E9-F4-I2 with ticket submission via E1-F1-I2.
- [ ] Display ticket timeline, attachments, and public replies with pagination and filtering.
- [ ] Cypress test covers submission, reply, and status refresh scenarios.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E9-F2-I1, E9-F4-I2, E1-F1-I2",epic:AdminPortal;type:Implementation;priority:P0;area:Frontend,Week 3
E9-F2-I3,E9-F2-I3: Harden accessibility & localization,"### Summary
Harden accessibility & localization. Audit portal for WCAG 2.1 AA compliance including keyboard navigation and ARIA landmarks. Integrate locale switcher with multilingual content from E3-F5-I2. Automated tests validate language toggles, RTL layouts, and accessibility checks.

### Scope
- [ ] Audit portal for WCAG 2.1 AA compliance including keyboard navigation and ARIA landmarks.
- [ ] Integrate locale switcher with multilingual content from E3-F5-I2.
- [ ] Automated tests validate language toggles, RTL layouts, and accessibility checks.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E9-F2-I2, E3-F5-I2",epic:AdminPortal;type:Implementation;priority:P1;area:Frontend,Week 4
E9-F3-I1,E9-F3-I1: Define branding configuration schema,"### Summary
Define branding configuration schema. Specify storage for logos, color palettes, typography, and domain aliases per tenant. Document precedence rules for brand vs. portal-specific overrides and caching strategy. Secure stakeholder approval with ADR archived.

### Scope
- [ ] Specify storage for logos, color palettes, typography, and domain aliases per tenant.
- [ ] Document precedence rules for brand vs. portal-specific overrides and caching strategy.
- [ ] Secure stakeholder approval with ADR archived.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E9-F1-I1",epic:AdminPortal;type:Analysis;priority:P1;area:Architecture,Week 2
E9-F3-I2,E9-F3-I2: Implement branding service & assets pipeline,"### Summary
Implement branding service & assets pipeline. Persist branding settings with validation, file processing, and CDN-friendly delivery. Provide API hooks for portals to resolve theme bundles and fallback defaults. Tests cover create/update flows, cache invalidation, and tenant isolation.

### Scope
- [ ] Persist branding settings with validation, file processing, and CDN-friendly delivery.
- [ ] Provide API hooks for portals to resolve theme bundles and fallback defaults.
- [ ] Tests cover create/update flows, cache invalidation, and tenant isolation.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E9-F3-I1, E1-F3-I2",epic:AdminPortal;type:Implementation;priority:P0;area:Backend,Week 3
E9-F3-I3,E9-F3-I3: Deliver branding management UI,"### Summary
Deliver branding management UI. Admin portal exposes branding editors, domain verification workflow, and preview mode. Enforce RBAC and audit logging for customization changes leveraging E2-F6-I2. Browser test validates upload, preview, and domain toggle sequences.

### Scope
- [ ] Admin portal exposes branding editors, domain verification workflow, and preview mode.
- [ ] Enforce RBAC and audit logging for customization changes leveraging E2-F6-I2.
- [ ] Browser test validates upload, preview, and domain toggle sequences.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E9-F3-I2, E9-F1-I2, E2-F6-I2",epic:AdminPortal;type:Implementation;priority:P1;area:Frontend,Week 4
E9-F4-I1,E9-F4-I1: Align portal authentication requirements,"### Summary
Align portal authentication requirements. Document login, JWT refresh, and session timeout policies for customer and admin portals. Define SSO touchpoints with E8-F3-I1 and social login providers including scopes. Capture security approvals with ADR stored in repository.

### Scope
- [ ] Document login, JWT refresh, and session timeout policies for customer and admin portals.
- [ ] Define SSO touchpoints with E8-F3-I1 and social login providers including scopes.
- [ ] Capture security approvals with ADR stored in repository.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E8-F3-I1",epic:AdminPortal;type:Analysis;priority:P0;area:Architecture,Week 1
E9-F4-I2,E9-F4-I2: Implement JWT & session bridge,"### Summary
Implement JWT & session bridge. Configure Laravel Sanctum/JWT issuing for portal clients with tenant-aware claims. Integrate refresh rotation, device tracking, and logout hooks referencing E2-F6-I2. Tests validate token issuance, refresh, and revocation across tenants.

### Scope
- [ ] Configure Laravel Sanctum/JWT issuing for portal clients with tenant-aware claims.
- [ ] Integrate refresh rotation, device tracking, and logout hooks referencing E2-F6-I2.
- [ ] Tests validate token issuance, refresh, and revocation across tenants.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E9-F4-I1, E2-F3-I3, E2-F6-I2",epic:AdminPortal;type:Implementation;priority:P0;area:Backend,Week 2
